epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1499.78,0.93201,0.82466,1.1453,0.50913,0.46371,0.42242,0.25619,1.61633,2.42221,1.40546,9.82456e-05,9.82456e-05,9.82456e-05
19,1579.32,0.94493,0.83243,1.14856,0.55359,0.40844,0.44018,0.26958,1.63827,2.33967,1.43289,9.80345e-05,9.80345e-05,9.80345e-05
20,1658.72,0.97204,0.84372,1.1483,0.52467,0.41321,0.42054,0.24952,1.71101,2.53294,1.49247,9.78118e-05,9.78118e-05,9.78118e-05
21,1737.92,0.95737,0.84796,1.14332,0.54934,0.39422,0.4214,0.2516,1.68801,2.18505,1.47249,9.75773e-05,9.75773e-05,9.75773e-05
22,1817.18,0.96675,0.84039,1.14527,0.55087,0.44086,0.44358,0.27487,1.62671,2.29918,1.43358,9.73312e-05,9.73312e-05,9.73312e-05
23,1896.44,0.94409,0.84406,1.13786,0.5165,0.44782,0.44692,0.27309,1.57549,2.26651,1.40574,9.70736e-05,9.70736e-05,9.70736e-05
24,1975.67,0.94365,0.80473,1.1266,0.55519,0.4641,0.44194,0.2659,1.60581,2.07585,1.42224,9.68045e-05,9.68045e-05,9.68045e-05
25,2054.78,0.94296,0.8202,1.14022,0.55913,0.45557,0.43926,0.28229,1.48865,2.1799,1.32094,9.65239e-05,9.65239e-05,9.65239e-05
26,2133.93,0.95627,0.83364,1.15586,0.45547,0.51126,0.43567,0.27659,1.55897,2.20853,1.39992,9.6232e-05,9.6232e-05,9.6232e-05
27,2213.26,0.94204,0.82236,1.13175,0.50325,0.4342,0.43305,0.26479,1.63025,2.24114,1.45656,9.59289e-05,9.59289e-05,9.59289e-05
28,2292.59,0.91983,0.80514,1.11603,0.60868,0.40245,0.45095,0.26356,1.65225,2.16903,1.44033,9.56145e-05,9.56145e-05,9.56145e-05
29,2371.89,0.91046,0.77641,1.11642,0.53175,0.45093,0.43076,0.26505,1.58981,2.17099,1.3733,9.52889e-05,9.52889e-05,9.52889e-05
30,2451.02,0.93207,0.81351,1.13387,0.46837,0.49103,0.42233,0.25866,1.56045,2.19713,1.3582,9.49524e-05,9.49524e-05,9.49524e-05
31,2530.25,0.93136,0.80389,1.12044,0.48199,0.48356,0.44347,0.27062,1.57636,2.20828,1.39985,9.46048e-05,9.46048e-05,9.46048e-05
32,2609.46,0.91565,0.78516,1.11659,0.52083,0.43017,0.43309,0.26802,1.5449,2.22307,1.39581,9.42464e-05,9.42464e-05,9.42464e-05
33,2688.53,0.92164,0.77992,1.10642,0.54826,0.43342,0.43579,0.27793,1.52308,2.07461,1.38953,9.38772e-05,9.38772e-05,9.38772e-05
34,2767.64,0.9223,0.77825,1.11791,0.48483,0.44542,0.42378,0.26332,1.5701,2.14369,1.41372,9.34973e-05,9.34973e-05,9.34973e-05
35,2846.93,0.90839,0.77076,1.11419,0.4804,0.4721,0.41838,0.25043,1.58471,2.18379,1.40521,9.31067e-05,9.31067e-05,9.31067e-05
36,2926.12,0.88732,0.70871,1.09758,0.47246,0.43749,0.40384,0.24824,1.58482,2.41806,1.41184,9.27057e-05,9.27057e-05,9.27057e-05
37,3005.22,0.90981,0.76983,1.11098,0.50719,0.44229,0.42648,0.25696,1.54633,2.25357,1.34811,9.22942e-05,9.22942e-05,9.22942e-05
